,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
1006,,DCA,Department of Consumer Affairs,2051070001,BRONX,,,BRONX,2020-03-20T16:36:50.000,12 BRONX,Consumer Complaint,2020-03-19T09:27:10.000,PENFIELD STREET,EAST  242 STREET,Bodega/Deli/Supermarket,,,4781 WHITE PLAINS ROAD,10470,PENFIELD STREET,EAST  242 STREET,WHITE PLAINS ROAD,40.90539577283324,"{'type': 'Point', 'coordinates': [-73.84949339560393, 40.90539577283324]}",,,,,,-73.84949339560393,PHONE,BRONX,Unspecified,2020-03-20T20:36:54.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,WHITE PLAINS ROAD,,,45862827,,1025854,269174
1007,,DCA,Department of Consumer Affairs,2029260014,BRONX,,,BRONX,2020-03-20T17:37:10.000,03 BRONX,Consumer Complaint,2020-03-19T09:27:11.000,3 AVENUE,CROTONA PLACE,Bodega/Deli/Supermarket,,,548 ST PAULS PLACE,10456,3 AVENUE,CROTONA PLACE,ST PAULS PLACE,40.835720652724284,"{'type': 'Point', 'coordinates': [-73.90213080446308, 40.835720652724284]}",,,,,,-73.90213080446308,PHONE,BRONX,Unspecified,2020-03-20T21:37:33.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,ST PAULS PLACE,,,45862751,,1011332,243768
1008,ADDRESS,DSNY,Department of Sanitation,3050890008,BROOKLYN,,,BROOKLYN,,14 BROOKLYN,Graffiti,2020-03-19T09:27:38.000,,,Graffiti,2020-04-18T09:27:38.000,N/A,869 FLATBUSH AVENUE,11226,,,,40.65091791621409,"{'type': 'Point', 'coordinates': [-73.95883380442682, 40.65091791621409]}",,,,Mixed Use,,-73.95883380442682,UNKNOWN,BROOKLYN,Unspecified,2020-03-19T09:27:38.000,The graffiti on this property has been scheduled to be removed by the City.,,Open,FLATBUSH AVENUE,,,45859078,,995673,176426
1009,ADDRESS,HPD,Department of Housing Preservation and Development,1016670018,MANHATTAN,,,NEW YORK,2020-03-19T16:09:51.000,11 MANHATTAN,HEAT/HOT WATER,2020-03-19T09:27:44.000,,,ENTIRE BUILDING,,,235 EAST  117 STREET,10035,,,,40.798261210977955,"{'type': 'Point', 'coordinates': [-73.93863593051017, 40.798261210977955]}",,,,RESIDENTIAL BUILDING,,-73.93863593051017,ONLINE,MANHATTAN,Unspecified,2020-03-19T16:09:51.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,EAST  117 STREET,,,45858274,,1001240,230111
1010,ADDRESS,DSNY,BCC - Queens West,4003390021,QUEENS,,,Astoria,2020-03-21T12:00:00.000,01 QUEENS,Missed Collection (All Materials),2020-03-19T09:28:00.000,CRESCENT STREET,28 STREET,1 Missed Collection,,DSNY Garage,25-09 36 AVENUE,11106,,,,40.75819598754696,"{'type': 'Point', 'coordinates': [-73.93316458547558, 40.75819598754696]}",,,,Sidewalk,,-73.93316458547558,PHONE,QUEENS,Unspecified,2020-03-21T12:00:00.000,The Department of Sanitation investigated this complaint and found no condition at the location.,,Closed,36 AVENUE,,,45859258,,1002766,215515
1011,INTERSECTION,DOT,Department of Transportation,,BRONX,,,,2020-03-19T09:28:00.000,Unspecified BRONX,Street Light Condition,2020-03-19T09:28:00.000,,,Street Light Out,,,,,TAYLOR AVE,CROSS BRONX EXPY,,,,,,,,,,UNKNOWN,BRONX,Unspecified,2020-03-18T11:33:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,45859386,,,
1012,,NYPD,New York City Police Department,3088130072,BROOKLYN,,,BROOKLYN,2020-03-20T01:02:15.000,15 BROOKLYN,Blocked Driveway,2020-03-19T09:28:11.000,DECATUR AVENUE,SEAWALL AVENUE,No Access,,,SHEEPSHEAD BAY,11235,DECATUR AVENUE,SEAWALL AVENUE,SHEEPSHEAD BAY,40.58238015719014,"{'type': 'Point', 'coordinates': [-73.93456456711165, 40.58238015719014]}",,,,Street/Sidewalk,,-73.93456456711165,PHONE,BROOKLYN,Unspecified,2020-03-20T05:02:16.000,The Police Department issued a summons in response to the complaint.,,Closed,SHEEPSHEAD BAY,,,45858986,,1002426,151460
1013,,NYPD,New York City Police Department,3071010098,BROOKLYN,,,BROOKLYN,2020-03-19T13:13:09.000,11 BROOKLYN,Illegal Parking,2020-03-19T09:28:38.000,AVENUE T,AVENUE U,Blocked Hydrant,,,228 VAN SICKLEN STREET,11223,AVENUE T,AVENUE U,VAN SICKLEN STREET,40.59847781314099,"{'type': 'Point', 'coordinates': [-73.97481122528963, 40.59847781314099]}",,,,Street/Sidewalk,,-73.97481122528963,MOBILE,BROOKLYN,Unspecified,2020-03-19T17:13:13.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,VAN SICKLEN STREET,,,45862119,,991245,157319
1014,INTERSECTION,DOT,Department of Transportation,,BRONX,,,,2020-03-19T09:29:00.000,Unspecified BRONX,Street Light Condition,2020-03-19T09:29:00.000,,,Street Light Out,,,,,VAN NEST AVE,TREMONT AVE E,,,,,,,,,,UNKNOWN,BRONX,Unspecified,2020-03-18T11:55:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,45863486,,,
1015,INTERSECTION,DOT,Department of Transportation,,BRONX,,,,2020-03-19T09:29:00.000,Unspecified BRONX,Street Light Condition,2020-03-19T09:29:00.000,,,Lamppost Base Door/Cover Open,,,,,MORRIS PARK AVE,180 ST E,,,,,,,,,,UNKNOWN,BRONX,Unspecified,2020-03-19T00:19:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,45861783,,,
1016,ADDRESS,DSNY,Department of Sanitation,3050830016,BROOKLYN,,,BROOKLYN,,14 BROOKLYN,Graffiti,2020-03-19T09:29:41.000,,,Graffiti,2020-04-18T09:29:41.000,N/A,789 FLATBUSH AVENUE,11226,,,,40.65340489357823,"{'type': 'Point', 'coordinates': [-73.959408899212, 40.65340489357823]}",,,,Mixed Use,,-73.959408899212,UNKNOWN,BROOKLYN,Unspecified,2020-03-19T09:29:41.000,The graffiti on this property has been scheduled to be removed by the City.,,Open,FLATBUSH AVENUE,,,45858996,,995513,177332
1017,ADDRESS,DSNY,BCC - Staten Island,5003380044,STATEN ISLAND,,,STATEN ISLAND,2020-03-25T12:00:00.000,01 STATEN ISLAND,Missed Collection (All Materials),2020-03-19T09:30:00.000,FAIRVIEW AVENUE,SMITH AVENUE,1RG Missed Recycling Paper,,DSNY Garage,246 RICE AVENUE,10314,,,,40.61754209810014,"{'type': 'Point', 'coordinates': [-74.12149899663257, 40.61754209810014]}",,,,Sidewalk,,-74.12149899663257,PHONE,STATEN ISLAND,Unspecified,2020-03-25T12:00:00.000,The Department of Sanitation picked up the items and determined that the missed collection complaint was not warranted.,,Closed,RICE AVENUE,,,45861000,,950519,164287
1018,ADDRESS,DSNY,BCC - Bronx,2025550104,BRONX,,,BRONX,2020-03-21T12:00:00.000,01 BRONX,Missed Collection (All Materials),2020-03-19T09:30:00.000,DEAD END,BEEKMAN AVENUE,2 Bulk-Missed Collection,,DSNY Garage,593 BEACH TERRACE,10454,,,,40.80955104568386,"{'type': 'Point', 'coordinates': [-73.91407211104435, 40.80955104568386]}",,,,Sidewalk,,-73.91407211104435,PHONE,BRONX,Unspecified,2020-03-21T12:00:00.000,The Department of Sanitation investigated this complaint and found no condition at the location.,,Closed,BEACH TERRACE,,,45863482,,1008037,234230
1019,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,Woodhaven,2020-03-20T12:30:00.000,09 QUEENS,Traffic Signal Condition,2020-03-19T09:30:00.000,,,LED Pedestrian Unit,,N/A,,11421,JAMAICA AVENUE,98 STREET,,40.69477664549401,"{'type': 'Point', 'coordinates': [-73.84773302355588, 40.69477664549401]}",,,,,,-73.84773302355588,UNKNOWN,QUEENS,Unspecified,2020-03-20T12:30:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,45862466,,1026474,192439
1020,ADDRESS,DSNY,BCC - Queens East,4110520074,QUEENS,,,Cambria Heights,2020-03-19T12:00:00.000,13 QUEENS,Missed Collection (All Materials),2020-03-19T09:30:00.000,115 AVENUE,NASHVILLE BOULEVARD,1 Missed Collection,,DSNY Garage,115-46 210 STREET,11411,,,,40.69988972997862,"{'type': 'Point', 'coordinates': [-73.74384459159772, 40.69988972997862]}",,,,Sidewalk,,-73.74384459159772,PHONE,QUEENS,Unspecified,2020-03-19T12:00:00.000,The Department of Sanitation picked up the items and determined that the missed collection complaint was not warranted.,,Closed,210 STREET,,,45858391,,1055277,194369
1021,INTERSECTION,DOT,Department of Transportation,,STATEN ISLAND,,,STATEN ISLAND,2020-03-19T11:30:00.000,02 STATEN ISLAND,Traffic Signal Condition,2020-03-19T09:30:00.000,,,Cable,,N/A,,10314,SOUTH AVENUE,CHELSEA ROAD,,40.602350733620085,"{'type': 'Point', 'coordinates': [-74.18963814687045, 40.602350733620085]}",,,,,,-74.18963814687045,UNKNOWN,STATEN ISLAND,Unspecified,2020-03-19T11:30:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,45859390,,931590,158786
1022,INTERSECTION,DOT,Department of Transportation,,BRONX,,,BRONX,2020-03-19T09:30:00.000,11 BRONX,Street Light Condition,2020-03-19T09:30:00.000,,,Street Light Out,,,,10460,MEAD STREET,GARFIELD STREET,,40.84196863273887,"{'type': 'Point', 'coordinates': [-73.86742937180216, 40.84196863273887]}",,,,,,-73.86742937180216,UNKNOWN,BRONX,Unspecified,2020-03-19T00:39:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,45860232,,1020931,246057
1023,,DCA,Department of Consumer Affairs,,MANHATTAN,,,NEW YORK,2020-03-23T07:08:48.000,02 MANHATTAN,Consumer Complaint,2020-03-19T09:30:24.000,BOWERY,ELIZABETH STREET,Retail Store,,,159 HESTER STREET,10013,BOWERY,ELIZABETH STREET,HESTER STREET,40.71755729633819,"{'type': 'Point', 'coordinates': [-73.99619058344358, 40.71755729633819]}",,,,Commercial Building,,-73.99619058344358,ONLINE,MANHATTAN,Unspecified,2020-03-23T11:08:49.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,HESTER STREET,,,45861195,,985306,200702
1024,ADDRESS,HPD,Department of Housing Preservation and Development,1008650040,MANHATTAN,,,NEW YORK,2020-03-19T20:04:21.000,06 MANHATTAN,HEAT/HOT WATER,2020-03-19T09:30:42.000,,,ENTIRE BUILDING,,,30 PARK AVENUE,10016,,,,40.74811581939547,"{'type': 'Point', 'coordinates': [-73.98059771064828, 40.74811581939547]}",,,,RESIDENTIAL BUILDING,,-73.98059771064828,PHONE,MANHATTAN,Unspecified,2020-03-19T20:04:21.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,PARK AVENUE,,,45857389,,989626,211836
1025,ADDRESS,HPD,Department of Housing Preservation and Development,4096930042,QUEENS,,,Jamaica,2020-03-20T16:10:57.000,12 QUEENS,PLUMBING,2020-03-19T09:30:45.000,,,WATER SUPPLY,,,148-45 89 AVENUE,11435,,,,40.70424854604789,"{'type': 'Point', 'coordinates': [-73.80724073268362, 40.70424854604789]}",,,,RESIDENTIAL BUILDING,,-73.80724073268362,PHONE,QUEENS,Unspecified,2020-03-20T16:10:57.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,89 AVENUE,,,45859223,,1037695,195912
1026,ADDRESS,DOB,Department of Buildings,4113180052,QUEENS,,,Cambria Heights,2020-03-19T09:30:51.000,13 QUEENS,General Construction/Plumbing,2020-03-19T09:30:51.000,,,Construction - Change Grade/Watercourse,,,116-38 218 STREET,11411,,,,40.69663440742239,"{'type': 'Point', 'coordinates': [-73.74138318696042, 40.69663440742239]}",,,,,,-73.74138318696042,UNKNOWN,QUEENS,Unspecified,2020-03-19T00:00:00.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,Open,218 STREET,,,45859900,,1055963,193185
1027,ADDRESS,DEP,Department of Environmental Protection,1006200074,MANHATTAN,,,NEW YORK,2020-03-19T14:00:00.000,02 MANHATTAN,Noise,2020-03-19T09:31:00.000,W 4 ST,BLEECKER ST,Noise: Construction Equipment (NC1),,N/A,197 WEST   10 STREET,10014,,,,40.734179553816205,"{'type': 'Point', 'coordinates': [-74.00351087778728, 40.734179553816205]}",,,,,,-74.00351087778728,ONLINE,MANHATTAN,Unspecified,2020-03-19T14:00:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,WEST   10 STREET,,,45860028,,983277,206758
1028,ADDRESS,HPD,Department of Housing Preservation and Development,3055970073,BROOKLYN,,,BROOKLYN,2020-03-20T02:05:57.000,12 BROOKLYN,HEAT/HOT WATER,2020-03-19T09:31:08.000,,,ENTIRE BUILDING,,,1129 43 STREET,11219,,,,40.64071718432612,"{'type': 'Point', 'coordinates': [-73.99246560860381, 40.64071718432612]}",,,,RESIDENTIAL BUILDING,,-73.99246560860381,MOBILE,BROOKLYN,Unspecified,2020-03-20T02:05:57.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,43 STREET,,,45860677,,986341,172707
1029,,DOHMH,Department of Health and Mental Hygiene,3023140030,BROOKLYN,,,BROOKLYN,,01 BROOKLYN,Rodent,2020-03-19T09:31:22.000,ROEBLING STREET,HAVEMEYER STREET,Rat Sighting,,,249 NORTH    8 STREET,11211,ROEBLING STREET,HAVEMEYER STREET,NORTH    8 STREET,40.71632941901466,"{'type': 'Point', 'coordinates': [-73.95380806570796, 40.71632941901466]}",,,,3+ Family Apt. Building,,-73.95380806570796,PHONE,BROOKLYN,Unspecified,,,,In Progress,NORTH    8 STREET,,,45859478,,997055,200258
1030,INTERSECTION,DOT,Department of Transportation,,BRONX,,,,2020-03-19T09:32:00.000,Unspecified BRONX,Street Light Condition,2020-03-19T09:32:00.000,,,Street Light Out,,,,,CITY ISL AVE,MARINE ST,,,,,,,,,,UNKNOWN,BRONX,Unspecified,2020-03-18T21:55:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,45862627,,,
1031,INTERSECTION,DOT,Department of Transportation,,BRONX,,,BRONX,2020-03-19T09:32:00.000,10 BRONX,Street Light Condition,2020-03-19T09:32:00.000,,,Fixture/Luminaire Door Open,,,,10464,BELDEN STREET,CITY ISLAND AVENUE,,40.8382316303247,"{'type': 'Point', 'coordinates': [-73.78312691556845, 40.8382316303247]}",,,,,,-73.78312691556845,UNKNOWN,BRONX,Unspecified,2020-03-18T22:20:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,45859151,,1044260,244742
1032,ADDRESS,HPD,Department of Housing Preservation and Development,2048300034,BRONX,,,BRONX,2020-03-20T16:27:32.000,12 BRONX,HEAT/HOT WATER,2020-03-19T09:32:04.000,,,ENTIRE BUILDING,,,4040 CARPENTER AVENUE,10466,,,,40.89060691355313,"{'type': 'Point', 'coordinates': [-73.86228332460803, 40.89060691355313]}",,,,RESIDENTIAL BUILDING,,-73.86228332460803,ONLINE,BRONX,Unspecified,2020-03-20T16:27:32.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,CARPENTER AVENUE,,,45862292,,1022327,263780
1033,,DPR,Department of Parks and Recreation,3026187501,BROOKLYN,,,BROOKLYN,,01 BROOKLYN,Overgrown Tree/Branches,2020-03-19T09:32:46.000,GUERNSEY STREET,LORIMER STREET,Hitting Building,,,88 MESEROLE AVENUE,11222,GUERNSEY STREET,LORIMER STREET,MESEROLE AVENUE,40.72676493590845,"{'type': 'Point', 'coordinates': [-73.95366734001027, 40.72676493590845]}",,,,Street,,-73.95366734001027,PHONE,BROOKLYN,Unspecified,,,,In Progress,MESEROLE AVENUE,,,45858806,,997092,204060
1034,ADDRESS,DSNY,Department of Sanitation,,BROOKLYN,,,BROOKLYN,,14 BROOKLYN,Graffiti,2020-03-19T09:32:56.000,,,Graffiti,,N/A,826 FLATBUSH AVENUE,11226,,,,40.65246611706262,"{'type': 'Point', 'coordinates': [-73.9592364840053, 40.65246611706262]}",,,,,,-73.9592364840053,UNKNOWN,BROOKLYN,Unspecified,2020-03-19T09:32:56.000,,,Open,FLATBUSH AVENUE,,,45857420,,995561,176990
1035,INTERSECTION,DOT,Department of Transportation,,BRONX,,,,2020-03-19T09:33:00.000,Unspecified BRONX,Street Light Condition,2020-03-19T09:33:00.000,,,Street Light Out,,,,,TIER ST,CITY ISL AVE,,,,,,,,,,UNKNOWN,BRONX,Unspecified,2020-03-18T22:55:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,45860254,,,
1036,,DPR,Department of Parks and Recreation,1021790625,MANHATTAN,,,NEW YORK,,12 MANHATTAN,Maintenance or Facility,2020-03-19T09:33:06.000,NAGLE AVENUE,WEST  196 STREET,Graffiti or Vandalism,,,4565 BROADWAY,10040,NAGLE AVENUE,WEST  196 STREET,BROADWAY,40.860092588681304,"{'type': 'Point', 'coordinates': [-73.93103409461263, 40.860092588681304]}",,,,Park,,-73.93103409461263,UNKNOWN,MANHATTAN,Fort Tryon Park,2020-03-19T18:50:56.000,An inspection is currently in progress to determine whether the reported condition requires further,,In Progress,BROADWAY,,,45858681,,1003327,252640
1037,ADDRESS,DSNY,Department of Sanitation,,BROOKLYN,,,BROOKLYN,,14 BROOKLYN,Graffiti,2020-03-19T09:33:48.000,,,Graffiti,,N/A,751 FLATBUSH AVENUE,11226,,,,40.654442491987275,"{'type': 'Point', 'coordinates': [-73.95961009131614, 40.654442491987275]}",,,,,,-73.95961009131614,UNKNOWN,BROOKLYN,Unspecified,2020-03-19T09:33:48.000,,,Open,FLATBUSH AVENUE,,,45862289,,995457,177710
1038,ADDRESS,DHS,Department of Homeless Services,2038040060,BRONX,,,BRONX,2020-03-19T18:10:11.000,09 BRONX,Homeless Person Assistance,2020-03-19T09:33:56.000,CROSS BRONX EP SB EN ELLIS AV,OLMSTEAD AVENUE,,,,2045 ELLIS AVENUE,10462,CROSS BRONX EP SB EN ELLIS AV,OLMSTEAD AVENUE,ELLIS AVENUE,40.832089638394514,"{'type': 'Point', 'coordinates': [-73.85536873658178, 40.832089638394514]}",,,,N/A,,-73.85536873658178,MOBILE,BRONX,N/A,2020-03-19T18:10:11.000,The mobile outreach response team went to the location provided but could not find the individual that you reported.,,Closed,ELLIS AVENUE,,,45858627,,1024274,242463
1039,ADDRESS,DEP,Department of Environmental Protection,5044710001,STATEN ISLAND,,,STATEN ISLAND,2020-03-19T10:20:00.000,03 STATEN ISLAND,Sewer,2020-03-19T09:34:00.000,AMBER ST,ILYSE CT,Catch Basin Clogged/Flooding (Use Comments) (SC),,,68 BOYCE AVENUE,10306,,,,40.56619510352396,"{'type': 'Point', 'coordinates': [-74.13846236902883, 40.56619510352396]}",,,,,,-74.13846236902883,PHONE,STATEN ISLAND,Unspecified,2020-03-19T10:20:00.000,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",,Closed,BOYCE AVENUE,,,45860000,,945780,145587
1040,ADDRESS,DSNY,BCC - Queens West,4026920074,QUEENS,,,Maspeth,2020-03-20T12:00:00.000,05 QUEENS,Missed Collection (All Materials),2020-03-19T09:34:00.000,59 STREET,61 STREET,2 Bulk-Missed Collection,,DSNY Garage,59-87 57 ROAD,11378,,,,40.722485578239166,"{'type': 'Point', 'coordinates': [-73.9076328385503, 40.722485578239166]}",,,,Sidewalk,,-73.9076328385503,PHONE,QUEENS,Unspecified,2020-03-20T12:00:00.000,The Department of Sanitation picked up the items and determined that the missed collection complaint was not warranted.,,Closed,57 ROAD,,,45857566,,1009853,202511
1041,INTERSECTION,DOT,Department of Transportation,,BRONX,,,BRONX,2020-03-19T09:34:00.000,10 BRONX,Street Light Condition,2020-03-19T09:34:00.000,,,Street Light Out,,,,10465,MACDONOUGH PLACE,COUNTRY CLUB ROAD,,40.84270007138046,"{'type': 'Point', 'coordinates': [-73.82518160353753, 40.84270007138046]}",,,,,,-73.82518160353753,UNKNOWN,BRONX,Unspecified,2020-03-19T00:05:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,45858593,,1032620,246344
1042,INTERSECTION,DOT,Department of Transportation,,BRONX,,,BRONX,2020-03-19T09:34:00.000,10 BRONX,Street Light Condition,2020-03-19T09:34:00.000,,,Street Light Out,,,,10464,BEACH STREET,MINIEFORD AVENUE,,40.85221159395583,"{'type': 'Point', 'coordinates': [-73.78816723808595, 40.85221159395583]}",,,,,,-73.78816723808595,UNKNOWN,BRONX,Unspecified,2020-03-18T23:25:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,45860252,,1042853,249832
1043,,NYPD,New York City Police Department,1005920014,MANHATTAN,,,NEW YORK,2020-03-19T10:20:53.000,02 MANHATTAN,Noise - Residential,2020-03-19T09:34:06.000,AVENUE OF THE AMERICAS,BARROW STREET,Banging/Pounding,,,110 WASHINGTON PLACE,10014,AVENUE OF THE AMERICAS,BARROW STREET,WASHINGTON PLACE,40.732560197816966,"{'type': 'Point', 'coordinates': [-74.00102834106127, 40.732560197816966]}",,,,Residential Building/House,,-74.00102834106127,MOBILE,MANHATTAN,Unspecified,2020-03-19T14:21:06.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,WASHINGTON PLACE,,,45863276,,983965,206168
1044,ADDRESS,HPD,Department of Housing Preservation and Development,1021390293,MANHATTAN,,,NEW YORK,2020-03-19T20:33:04.000,12 MANHATTAN,HEAT/HOT WATER,2020-03-19T09:34:17.000,,,ENTIRE BUILDING,,,138 HAVEN AVENUE,10032,,,,40.84559582737482,"{'type': 'Point', 'coordinates': [-73.94243431550203, 40.84559582737482]}",,,,RESIDENTIAL BUILDING,,-73.94243431550203,MOBILE,MANHATTAN,Unspecified,2020-03-19T20:33:04.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,HAVEN AVENUE,,,45858293,,1000177,247356
1045,INTERSECTION,DOT,Department of Transportation,,BRONX,,,,2020-03-19T09:35:00.000,Unspecified BRONX,Street Light Condition,2020-03-19T09:35:00.000,,,Street Light Out,,,,,BARNES AVE,233 ST E,,,,,,,,,,UNKNOWN,BRONX,Unspecified,2020-03-18T20:20:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,45859450,,,
1046,,NYPD,New York City Police Department,1022230024,MANHATTAN,,,NEW YORK,2020-03-19T15:53:32.000,12 MANHATTAN,Noise - Residential,2020-03-19T09:35:21.000,WEST  207 STREET,10 AVENUE,Banging/Pounding,,,148 POST AVENUE,10034,WEST  207 STREET,10 AVENUE,POST AVENUE,40.86489631232414,"{'type': 'Point', 'coordinates': [-73.91912361454136, 40.86489631232414]}",,,,Residential Building/House,,-73.91912361454136,ONLINE,MANHATTAN,Unspecified,2020-03-19T19:53:33.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,POST AVENUE,,,45860135,,1006620,254393
1047,,DCA,Department of Consumer Affairs,2031780060,BRONX,,,BRONX,2020-03-23T07:08:51.000,05 BRONX,Consumer Complaint,2020-03-19T09:35:25.000,WALTON AVENUE,MORRIS AVENUE,Retail Store,,,75 EAST BURNSIDE AVENUE,10453,WALTON AVENUE,MORRIS AVENUE,EAST BURNSIDE AVENUE,40.85332021498894,"{'type': 'Point', 'coordinates': [-73.90602331576665, 40.85332021498894]}",,,,Commercial Building,,-73.90602331576665,ONLINE,BRONX,Unspecified,2020-03-23T11:08:56.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,EAST BURNSIDE AVENUE,,,45862850,,1010248,250179
1048,INTERSECTION,DOT,Department of Transportation,,BRONX,,,,2020-03-19T09:36:00.000,Unspecified BRONX,Street Light Condition,2020-03-19T09:36:00.000,,,Street Light Out,,,,,FURMAN AVE,236 ST E,,,,,,,,,,UNKNOWN,BRONX,Unspecified,2020-03-18T21:25:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,45862649,,,
1049,INTERSECTION,DOT,Department of Transportation,,BRONX,,,BRONX,2020-03-19T09:36:00.000,12 BRONX,Street Light Condition,2020-03-19T09:36:00.000,,,Street Light Out,,,,10466,WHITEHALL PLACE,BYRON AVENUE,,40.895935098705706,"{'type': 'Point', 'coordinates': [-73.85396021834251, 40.895935098705706]}",,,,,,-73.85396021834251,UNKNOWN,BRONX,Unspecified,2020-03-18T20:55:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,45861058,,1024625,265725
1050,ADDRESS,DHS,Department of Homeless Services,1007870040,MANHATTAN,,,NEW YORK,2020-03-19T09:52:41.000,05 MANHATTAN,Homeless Person Assistance,2020-03-19T09:36:23.000,7 AVENUE,8 AVENUE,,,,205 WEST   37 STREET,10018,7 AVENUE,8 AVENUE,WEST   37 STREET,40.753115182230495,"{'type': 'Point', 'coordinates': [-73.98974590018628, 40.753115182230495]}",,,,N/A,,-73.98974590018628,MOBILE,MANHATTAN,Unspecified,2020-03-19T09:52:41.000,The Department of Homeless Services has reviewed your Service Request and determined that the issue is not within its jurisdiction.,,Closed,WEST   37 STREET,,,45861927,,987091,213657
1051,,NYPD,New York City Police Department,2028760083,BRONX,,,BRONX,2020-03-19T17:40:06.000,05 BRONX,Noise - Residential,2020-03-19T09:36:35.000,WEST  175 STREET,WEST  175 STREET,Banging/Pounding,,,1632 UNIVERSITY AVENUE,10453,WEST  175 STREET,WEST  175 STREET,UNIVERSITY AVENUE,40.847635074001936,"{'type': 'Point', 'coordinates': [-73.91940122809376, 40.847635074001936]}",,,,Residential Building/House,,-73.91940122809376,PHONE,BRONX,Unspecified,2020-03-19T21:40:09.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,UNIVERSITY AVENUE,,,45860101,,1006549,248104
1052,,NYPD,New York City Police Department,4038180033,QUEENS,,,RIDGEWOOD,2020-03-19T10:03:04.000,05 QUEENS,Blocked Driveway,2020-03-19T09:36:36.000,79 PLACE,80 STREET,No Access,,,79-80 77 ROAD,11385,79 PLACE,80 STREET,77 ROAD,40.70593605902583,"{'type': 'Point', 'coordinates': [-73.8694023023853, 40.70593605902583]}",,,,Street/Sidewalk,,-73.8694023023853,PHONE,QUEENS,Unspecified,2020-03-19T14:03:07.000,The Police Department issued a summons in response to the complaint.,,Closed,77 ROAD,,,45857423,,1020459,196495
