,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
245,,NYPD,New York City Police Department,4036510026,QUEENS,,,RIDGEWOOD,2020-03-23T04:44:54.000,05 QUEENS,Illegal Parking,2020-03-23T04:04:08.000,OTTO ROAD,70 AVENUE,Blocked Hydrant,,,69-39 67 PLACE,11385,OTTO ROAD,70 AVENUE,67 PLACE,40.70550471181509,"{'type': 'Point', 'coordinates': [-73.88717722773042, 40.70550471181509]}",,,,Street/Sidewalk,,-73.88717722773042,ONLINE,QUEENS,Unspecified,2020-03-23T08:44:59.000,The Police Department issued a summons in response to the complaint.,,Closed,67 PLACE,,,45882873,1015531,196331
246,ADDRESS,HPD,Department of Housing Preservation and Development,4005797502,QUEENS,,,Astoria,2020-03-24T19:47:20.000,01 QUEENS,HEAT/HOT WATER,2020-03-23T04:04:52.000,,,ENTIRE BUILDING,,,25-10 31 AVENUE,11106,,,,40.76558329281134,"{'type': 'Point', 'coordinates': [-73.92613932353184, 40.76558329281134]}",,,,RESIDENTIAL BUILDING,,-73.92613932353184,PHONE,QUEENS,Unspecified,2020-03-24T19:47:20.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,31 AVENUE,,,45880889,1004710,218208
247,,NYPD,New York City Police Department,3024050024,BROOKLYN,,,BROOKLYN,2020-03-23T08:21:14.000,01 BROOKLYN,Noise - Residential,2020-03-23T04:05:48.000,SOUTH    1 STREET,SOUTH    2 STREET,Loud Talking,,,314 BEDFORD AVENUE,11249,SOUTH    1 STREET,SOUTH    2 STREET,BEDFORD AVENUE,40.71364250131899,"{'type': 'Point', 'coordinates': [-73.9618575699699, 40.71364250131899]}",,,,,,-73.9618575699699,PHONE,BROOKLYN,Unspecified,2020-03-23T12:21:20.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,BEDFORD AVENUE,,,45883285,994824,199278
248,,NYPD,New York City Police Department,3015520043,BROOKLYN,,,BROOKLYN,2020-03-23T09:29:54.000,16 BROOKLYN,Illegal Parking,2020-03-23T04:06:26.000,MONACO PLACE,EASTERN PARKWAY,Blocked Hydrant,,,1355 HERKIMER STREET,11233,MONACO PLACE,EASTERN PARKWAY,HERKIMER STREET,40.6774146245582,"{'type': 'Point', 'coordinates': [-73.90873356957965, 40.6774146245582]}",,,,Street/Sidewalk,,-73.90873356957965,MOBILE,BROOKLYN,Unspecified,2020-03-23T13:29:56.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,HERKIMER STREET,,,45880316,1009565,186090
249,,NYPD,New York City Police Department,3081140030,BROOKLYN,,,BROOKLYN,2020-03-23T04:21:34.000,17 BROOKLYN,Illegal Parking,2020-03-23T04:06:35.000,AVENUE B,DITMAS AVENUE,Blocked Hydrant,,,689 EAST   96 STREET,11236,AVENUE B,DITMAS AVENUE,EAST   96 STREET,40.65204668509698,"{'type': 'Point', 'coordinates': [-73.91136665684043, 40.65204668509698]}",,,,Street/Sidewalk,,-73.91136665684043,MOBILE,BROOKLYN,Unspecified,2020-03-23T08:21:42.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,EAST   96 STREET,,,45880287,1008844,176847
250,ADDRESS,HPD,Department of Housing Preservation and Development,1021790269,MANHATTAN,,,NEW YORK,2020-03-23T21:23:55.000,12 MANHATTAN,HEAT/HOT WATER,2020-03-23T04:07:49.000,,,APARTMENT ONLY,,,240 CABRINI BOULEVARD,10033,,,,40.85523579941823,"{'type': 'Point', 'coordinates': [-73.93822910777519, 40.85523579941823]}",,,,RESIDENTIAL BUILDING,,-73.93822910777519,PHONE,MANHATTAN,Unspecified,2020-03-23T21:23:55.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,CABRINI BOULEVARD,,,45882729,1001338,250869
251,ADDRESS,HPD,Department of Housing Preservation and Development,2051070003,BRONX,,,BRONX,2020-03-23T10:41:30.000,12 BRONX,HEAT/HOT WATER,2020-03-23T04:08:28.000,,,ENTIRE BUILDING,,,4769 WHITE PLAINS ROAD,10470,,,,40.90523937837374,"{'type': 'Point', 'coordinates': [-73.84953354331522, 40.90523937837374]}",,,,RESIDENTIAL BUILDING,,-73.84953354331522,MOBILE,BRONX,Unspecified,2020-03-23T10:41:30.000,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,WHITE PLAINS ROAD,,,45884349,1025843,269117
252,ADDRESS,HPD,Department of Housing Preservation and Development,3014880039,BROOKLYN,,,BROOKLYN,2020-03-24T11:47:10.000,03 BROOKLYN,HEAT/HOT WATER,2020-03-23T04:10:51.000,,,ENTIRE BUILDING,,,992 JEFFERSON AVENUE,11221,,,,40.686954219891206,"{'type': 'Point', 'coordinates': [-73.91802694877492, 40.686954219891206]}",,,,RESIDENTIAL BUILDING,,-73.91802694877492,PHONE,BROOKLYN,Unspecified,2020-03-24T11:47:10.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,JEFFERSON AVENUE,,,45883505,1006984,189563
253,ADDRESS,HPD,Department of Housing Preservation and Development,2031720040,BRONX,,,BRONX,2020-03-24T18:22:05.000,05 BRONX,HEAT/HOT WATER,2020-03-23T04:11:22.000,,,ENTIRE BUILDING,,,2301 CRESTON AVENUE,10468,,,,40.858061408825485,"{'type': 'Point', 'coordinates': [-73.90077121497228, 40.858061408825485]}",,,,RESIDENTIAL BUILDING,,-73.90077121497228,MOBILE,BRONX,Unspecified,2020-03-24T18:22:05.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,CRESTON AVENUE,,,45883578,1011699,251908
254,,DCA,Department of Consumer Affairs,5080080134,STATEN ISLAND,,,STATEN ISLAND,2020-03-23T14:04:41.000,03 STATEN ISLAND,Consumer Complaint,2020-03-23T04:11:44.000,STATEN ISLAND RAILWAY LINE,AMBOY ROAD,Car Wash,,,230 PAGE AVENUE,10307,STATEN ISLAND RAILWAY LINE,AMBOY ROAD,PAGE AVENUE,40.518353271384264,"{'type': 'Point', 'coordinates': [-74.2345667605693, 40.518353271384264]}",,,,Commercial Building,,-74.2345667605693,ONLINE,STATEN ISLAND,Unspecified,2020-03-23T18:04:45.000,The Department of Consumer Affairs is scheduling an inspection which will take place within 35 days.,,Closed,PAGE AVENUE,,,45884899,919032,128214
255,ADDRESS,DSNY,BCC - Brooklyn South,3063720050,BROOKLYN,,,BROOKLYN,2020-03-23T12:00:00.000,11 BROOKLYN,Missed Collection (All Materials),2020-03-23T04:12:00.000,19 AVENUE,BAY 22 STREET,1 Missed Collection,,DSNY Garage,1910 86 STREET,11214,,,,40.60575428500879,"{'type': 'Point', 'coordinates': [-74.00018006804639, 40.60575428500879]}",,,,Sidewalk,,-74.00018006804639,ONLINE,BROOKLYN,Unspecified,2020-03-23T12:00:00.000,The Department of Sanitation investigated this complaint and found no condition at the location.,,Closed,86 STREET,,,45881858,984200,159969
256,,NYPD,New York City Police Department,2050560049,BRONX,,,BRONX,2020-03-24T09:52:49.000,12 BRONX,Noise - Residential,2020-03-23T04:12:15.000,PITMAN AVENUE,NEREID AVENUE,Loud Music/Party,,,4363 BAYCHESTER AVENUE,10466,PITMAN AVENUE,NEREID AVENUE,BAYCHESTER AVENUE,40.89820243331232,"{'type': 'Point', 'coordinates': [-73.84569352579118, 40.89820243331232]}",,,,,,-73.84569352579118,PHONE,BRONX,Unspecified,2020-03-24T13:52:52.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,BAYCHESTER AVENUE,,,45880502,1026909,266555
257,ADDRESS,HPD,Department of Housing Preservation and Development,3053570040,BROOKLYN,,,BROOKLYN,2020-03-24T07:01:15.000,12 BROOKLYN,HEAT/HOT WATER,2020-03-23T04:14:52.000,,,ENTIRE BUILDING,,,320 OCEAN PARKWAY,11218,,,,40.6416586512203,"{'type': 'Point', 'coordinates': [-73.9737932077798, 40.6416586512203]}",,,,RESIDENTIAL BUILDING,,-73.9737932077798,PHONE,BROOKLYN,Unspecified,2020-03-24T07:01:15.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,OCEAN PARKWAY,,,45884232,991523,173051
258,ADDRESS,HPD,Department of Housing Preservation and Development,5000130008,STATEN ISLAND,,,STATEN ISLAND,2020-03-23T15:37:57.000,01 STATEN ISLAND,HEAT/HOT WATER,2020-03-23T04:15:41.000,,,ENTIRE BUILDING,,,185 ST MARKS PLACE,10301,,,,40.64535797539355,"{'type': 'Point', 'coordinates': [-74.08072918902054, 40.64535797539355]}",,,,RESIDENTIAL BUILDING,,-74.08072918902054,PHONE,STATEN ISLAND,Unspecified,2020-03-23T15:37:57.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,ST MARKS PLACE,,,45881460,961847,174408
259,,NYPD,New York City Police Department,4066360044,QUEENS,,,JAMAICA,2020-03-23T08:03:09.000,08 QUEENS,Noise - Residential,2020-03-23T04:17:43.000,135 STREET,138 STREET,Loud Music/Party,,,135-35 COOLIDGE AVENUE,11435,135 STREET,138 STREET,COOLIDGE AVENUE,40.715230865683615,"{'type': 'Point', 'coordinates': [-73.8229295161, 40.715230865683615]}",,,,,,-73.8229295161,PHONE,QUEENS,Unspecified,2020-03-23T12:03:11.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,COOLIDGE AVENUE,,,45882528,1033337,199904
260,,NYPD,New York City Police Department,3061800001,BROOKLYN,,,BROOKLYN,2020-03-23T06:28:05.000,11 BROOKLYN,Noise - Commercial,2020-03-23T04:21:52.000,71 STREET,72 STREET,Car/Truck Horn,,,7115 15 AVENUE,11228,71 STREET,72 STREET,15 AVENUE,40.61978017908881,"{'type': 'Point', 'coordinates': [-74.0007924658901, 40.61978017908881]}",,,,Store/Commercial,,-74.0007924658901,MOBILE,BROOKLYN,Unspecified,2020-03-23T10:28:10.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,15 AVENUE,,,45881645,984030,165079
261,ADDRESS,HPD,Department of Housing Preservation and Development,1008620011,MANHATTAN,,,NEW YORK,2020-03-23T19:03:02.000,05 MANHATTAN,HEAT/HOT WATER,2020-03-23T04:23:52.000,,,ENTIRE BUILDING,,,11 EAST   32 STREET,10016,,,,40.74684287943657,"{'type': 'Point', 'coordinates': [-73.98474119946196, 40.74684287943657]}",,,,RESIDENTIAL BUILDING,,-73.98474119946196,MOBILE,MANHATTAN,Unspecified,2020-03-23T19:03:02.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,EAST   32 STREET,,,45881439,988478,211372
262,,NYPD,New York City Police Department,2031960029,BRONX,,,BRONX,2020-03-23T08:26:00.000,05 BRONX,Noise - Residential,2020-03-23T04:24:09.000,WEST  182 STREET,BUCHANAN PLACE,Loud Television,,,2232 DAVIDSON AVENUE,10453,WEST  182 STREET,BUCHANAN PLACE,DAVIDSON AVENUE,40.85781278050538,"{'type': 'Point', 'coordinates': [-73.90539518576534, 40.85781278050538]}",,,,Residential Building/House,,-73.90539518576534,ONLINE,BRONX,Unspecified,2020-03-23T12:26:02.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,DAVIDSON AVENUE,,,45882859,1010420,251816
263,ADDRESS,DEP,Department of Environmental Protection,3020720009,BROOKLYN,,,BROOKLYN,2020-03-25T20:30:00.000,02 BROOKLYN,Noise,2020-03-23T04:27:00.000,MYRTLE AVE,WILLOUGHBY AVE,Noise: Construction Before/After Hours (NM1),,N/A,169 WASHINGTON PARK,11205,,,,40.69224212076095,"{'type': 'Point', 'coordinates': [-73.97363629679272, 40.69224212076095]}",,,,,,-73.97363629679272,PHONE,BROOKLYN,Unspecified,2020-03-25T20:30:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,WASHINGTON PARK,,,45880662,991561,191480
264,,NYPD,New York City Police Department,1015150007,MANHATTAN,,,NEW YORK,2020-03-23T13:25:08.000,08 MANHATTAN,Illegal Parking,2020-03-23T04:32:22.000,PARK AVENUE,LEXINGTON AVENUE,Parking Permit Improper Use,,,105 EAST   86 STREET,10028,PARK AVENUE,LEXINGTON AVENUE,EAST   86 STREET,40.78000324241663,"{'type': 'Point', 'coordinates': [-73.95675723607252, 40.78000324241663]}",,,,Street/Sidewalk,,-73.95675723607252,MOBILE,MANHATTAN,Unspecified,2020-03-23T17:25:09.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,EAST   86 STREET,,,45884826,996226,223456
265,,NYPD,New York City Police Department,2031030003,BRONX,,,BRONX,2020-03-23T06:46:22.000,06 BRONX,Noise - Residential,2020-03-23T04:32:41.000,EAST  183 STREET,EAST  187 STREET,Loud Music/Party,,,2302 BEAUMONT AVENUE,10458,EAST  183 STREET,EAST  187 STREET,BEAUMONT AVENUE,40.852170799415006,"{'type': 'Point', 'coordinates': [-73.88544642235361, 40.852170799415006]}",,,,Residential Building/House,,-73.88544642235361,MOBILE,BRONX,Unspecified,2020-03-23T10:46:27.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,BEAUMONT AVENUE,,,45883609,1015941,249767
266,ADDRESS,DOB,Department of Buildings,3020720009,BROOKLYN,,,BROOKLYN,2020-03-23T04:33:09.000,02 BROOKLYN,General Construction/Plumbing,2020-03-23T04:33:09.000,,,Debris - Excessive,,,169 WASHINGTON PARK,11205,,,,40.69224212076095,"{'type': 'Point', 'coordinates': [-73.97363629679272, 40.69224212076095]}",,,,,,-73.97363629679272,UNKNOWN,BROOKLYN,Unspecified,2020-03-23T00:00:00.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,Open,WASHINGTON PARK,,,45884579,991561,191480
267,,DCA,Department of Consumer Affairs,1011387502,MANHATTAN,,,NEW YORK,2020-03-25T10:06:40.000,07 MANHATTAN,Consumer Complaint,2020-03-23T04:39:46.000,WEST   66 STREET,WEST   67 STREET,Retail Store,,,1965 BROADWAY,10023,WEST   66 STREET,WEST   67 STREET,BROADWAY,40.77412252527732,"{'type': 'Point', 'coordinates': [-73.98222928513631, 40.77412252527732]}",,,,,,-73.98222928513631,PHONE,MANHATTAN,Unspecified,2020-03-25T14:06:45.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,BROADWAY,,,45883370,989172,221311
268,BLOCKFACE,DEP,Department of Environmental Protection,,MANHATTAN,,,NEW YORK,2020-03-23T19:30:00.000,03 MANHATTAN,Noise,2020-03-23T04:42:00.000,DELANCEY STREET,RIVINGTON STREET,Noise: Construction Before/After Hours (NM1),,N/A,ALLEN STREET,10002,,,,,,,,,,,,PHONE,MANHATTAN,Unspecified,2020-03-23T19:30:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,ALLEN STREET,,,45882958,,
269,,NYPD,New York City Police Department,5028910011,STATEN ISLAND,,,STATEN ISLAND,2020-03-23T06:49:13.000,01 STATEN ISLAND,Noise - Vehicle,2020-03-23T04:42:58.000,STEUBEN STREET,PIERCE STREET,Car/Truck Music,,,392 HANOVER AVENUE,10304,STEUBEN STREET,PIERCE STREET,HANOVER AVENUE,40.60903328884357,"{'type': 'Point', 'coordinates': [-74.08471538568654, 40.60903328884357]}",,,,Street/Sidewalk,,-74.08471538568654,MOBILE,STATEN ISLAND,Unspecified,2020-03-23T10:49:21.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,HANOVER AVENUE,,,45881718,960728,161175
270,,NYPD,New York City Police Department,4007380050,QUEENS,,,WOODSIDE,2020-03-23T05:06:43.000,01 QUEENS,Illegal Parking,2020-03-23T04:43:57.000,31 AVENUE,32 AVENUE,Posted Parking Sign Violation,,,31-50 51 STREET,11377,31 AVENUE,32 AVENUE,51 STREET,40.755650999683695,"{'type': 'Point', 'coordinates': [-73.90834122829743, 40.755650999683695]}",,,,Street/Sidewalk,,-73.90834122829743,ONLINE,QUEENS,Unspecified,2020-03-23T09:06:49.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,51 STREET,,,45883573,1009644,214594
271,,NYPD,New York City Police Department,4077550003,QUEENS,,,OAKLAND GARDENS,2020-03-23T05:38:37.000,11 QUEENS,Noise - Residential,2020-03-23T04:44:40.000,74 AVENUE,75 AVENUE,Loud Talking,,,74-64 220 STREET,11364,74 AVENUE,75 AVENUE,220 STREET,40.739940366414835,"{'type': 'Point', 'coordinates': [-73.75341947634978, 40.739940366414835]}",,,,Residential Building/House,,-73.75341947634978,MOBILE,QUEENS,Unspecified,2020-03-23T09:38:43.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,220 STREET,,,45882344,1052581,208953
272,INTERSECTION,DOT,Department of Transportation,,BRONX,,,BRONX,2020-03-23T05:10:00.000,11 BRONX,Traffic Signal Condition,2020-03-23T04:45:00.000,,,LED Lense,,N/A,,10469,WILLIAMSBRIDGE ROAD,ALLERTON AVENUE,,40.865511704930185,"{'type': 'Point', 'coordinates': [-73.8596128740754, 40.865511704930185]}",,,,,,-73.8596128740754,UNKNOWN,BRONX,Unspecified,2020-03-23T05:10:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,45882053,1023080,254638
273,ADDRESS,HPD,Department of Housing Preservation and Development,2024760044,BRONX,,,BRONX,2020-03-24T10:40:46.000,04 BRONX,HEAT/HOT WATER,2020-03-23T04:45:05.000,,,ENTIRE BUILDING,,,955 WALTON AVENUE,10452,,,,40.82918479496081,"{'type': 'Point', 'coordinates': [-73.92292862937803, 40.82918479496081]}",,,,RESIDENTIAL BUILDING,,-73.92292862937803,MOBILE,BRONX,Unspecified,2020-03-24T10:40:46.000,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,WALTON AVENUE,,,45880062,1005579,241381
274,,NYPD,New York City Police Department,1001110100,MANHATTAN,,,NEW YORK,2020-03-23T07:18:25.000,03 MANHATTAN,Noise - Street/Sidewalk,2020-03-23T04:45:29.000,PEARL STREET,MADISON STREET,Loud Talking,,,25 ST JAMES PLACE,10038,PEARL STREET,MADISON STREET,ST JAMES PLACE,40.71171376275227,"{'type': 'Point', 'coordinates': [-73.99975471816629, 40.71171376275227]}",,,,Street/Sidewalk,,-73.99975471816629,MOBILE,MANHATTAN,Unspecified,2020-03-23T11:18:31.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,ST JAMES PLACE,,,45882325,984318,198573
275,ADDRESS,HPD,Department of Housing Preservation and Development,1015840009,MANHATTAN,,,NEW YORK,2020-03-24T19:24:53.000,08 MANHATTAN,HEAT/HOT WATER,2020-03-23T04:50:46.000,,,ENTIRE BUILDING,,,511 EAST   87 STREET,10128,,,,40.776389422160584,"{'type': 'Point', 'coordinates': [-73.94610112206756, 40.776389422160584]}",,,,RESIDENTIAL BUILDING,,-73.94610112206756,MOBILE,MANHATTAN,Unspecified,2020-03-24T19:24:53.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,EAST   87 STREET,,,45882798,999178,222141
276,ADDRESS,HPD,Department of Housing Preservation and Development,2032490006,BRONX,,,BRONX,2020-03-23T22:05:29.000,08 BRONX,HEAT/HOT WATER,2020-03-23T04:51:12.000,,,ENTIRE BUILDING,,,2764 UNIVERSITY AVENUE,10468,,,,40.870534982633956,"{'type': 'Point', 'coordinates': [-73.8995196462581, 40.870534982633956]}",,,,RESIDENTIAL BUILDING,,-73.8995196462581,MOBILE,BRONX,Unspecified,2020-03-23T22:05:29.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,UNIVERSITY AVENUE,,,45880769,1012040,256453
277,,NYPD,New York City Police Department,2046920151,BRONX,,,BRONX,2020-03-25T03:27:00.000,12 BRONX,Noise - Residential,2020-03-23T04:52:26.000,BRONXWOOD AVENUE,PAULDING AVENUE,Loud Television,,,922 EAST  222 STREET,10469,BRONXWOOD AVENUE,PAULDING AVENUE,EAST  222 STREET,40.88359639091874,"{'type': 'Point', 'coordinates': [-73.85507948026886, 40.88359639091874]}",,,,Residential Building/House,,-73.85507948026886,MOBILE,BRONX,Unspecified,2020-03-25T07:27:01.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST  222 STREET,,,45883286,1024323,261229
278,,NYPD,New York City Police Department,4021130034,QUEENS,,,REGO PARK,2020-03-23T05:06:43.000,06 QUEENS,Noise - Residential,2020-03-23T04:53:32.000,99 STREET,102 STREET,Banging/Pounding,,,99-65 64 ROAD,11374,99 STREET,102 STREET,64 ROAD,40.730883886767586,"{'type': 'Point', 'coordinates': [-73.85397195881608, 40.730883886767586]}",,,,,,-73.85397195881608,PHONE,QUEENS,Unspecified,2020-03-23T09:06:49.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,,Closed,64 ROAD,,,45881988,1024722,205591
279,ADDRESS,HPD,Department of Housing Preservation and Development,4021660039,QUEENS,,,Forest Hills,2020-03-24T20:01:14.000,06 QUEENS,HEAT/HOT WATER,2020-03-23T04:53:39.000,,,ENTIRE BUILDING,,,108-49 63 AVENUE,11375,,,,40.73511427761911,"{'type': 'Point', 'coordinates': [-73.85025690433748, 40.73511427761911]}",,,,RESIDENTIAL BUILDING,,-73.85025690433748,ONLINE,QUEENS,Unspecified,2020-03-24T20:01:14.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,63 AVENUE,,,45884266,1025749,207134
280,ADDRESS,HPD,Department of Housing Preservation and Development,3067010068,BROOKLYN,,,BROOKLYN,2020-03-23T15:49:39.000,14 BROOKLYN,HEAT/HOT WATER,2020-03-23T04:53:55.000,,,ENTIRE BUILDING,,,900 EAST   18 STREET,11230,,,,40.62848213407823,"{'type': 'Point', 'coordinates': [-73.959117837282, 40.62848213407823]}",,,,RESIDENTIAL BUILDING,,-73.959117837282,ONLINE,BROOKLYN,Unspecified,2020-03-23T15:49:39.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,EAST   18 STREET,,,45885011,995598,168252
281,,NYPD,New York City Police Department,1010540161,MANHATTAN,,,NEW YORK,2020-03-23T05:22:04.000,04 MANHATTAN,Noise - Street/Sidewalk,2020-03-23T04:54:21.000,9 AVENUE,10 AVENUE,Loud Talking,,,454 WEST   45 STREET,10036,9 AVENUE,10 AVENUE,WEST   45 STREET,40.761239891028865,"{'type': 'Point', 'coordinates': [-73.9933435879866, 40.761239891028865]}",,,,Street/Sidewalk,,-73.9933435879866,MOBILE,MANHATTAN,Unspecified,2020-03-23T09:22:09.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEST   45 STREET,,,45881062,986094,216617
282,,NYPD,New York City Police Department,2050560049,BRONX,,,BRONX,2020-03-24T10:08:47.000,12 BRONX,Noise - Residential,2020-03-23T04:55:35.000,PITMAN AVENUE,NEREID AVENUE,Loud Music/Party,,,4363 BAYCHESTER AVENUE,10466,PITMAN AVENUE,NEREID AVENUE,BAYCHESTER AVENUE,40.89820243331232,"{'type': 'Point', 'coordinates': [-73.84569352579118, 40.89820243331232]}",,,,Residential Building/House,,-73.84569352579118,PHONE,BRONX,Unspecified,2020-03-24T14:08:54.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,BAYCHESTER AVENUE,,,45881991,1026909,266555
283,ADDRESS,HPD,Department of Housing Preservation and Development,2024330049,BRONX,,,BRONX,2020-03-25T18:07:33.000,04 BRONX,HEAT/HOT WATER,2020-03-23T05:00:45.000,,,APARTMENT ONLY,,,1064 FINDLAY AVENUE,10456,,,,40.82936537264554,"{'type': 'Point', 'coordinates': [-73.91433559953319, 40.82936537264554]}",,,,RESIDENTIAL BUILDING,,-73.91433559953319,PHONE,BRONX,Unspecified,2020-03-25T18:07:33.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,FINDLAY AVENUE,,,45884859,1007957,241449
284,INTERSECTION,DEP,Department of Environmental Protection,,MANHATTAN,,,NEW YORK,2020-03-23T20:45:00.000,06 MANHATTAN,Noise,2020-03-23T05:03:00.000,,,Noise: Construction Before/After Hours (NM1),,N/A,,10010,3 AVENUE,EAST 25 STREET,,40.74011513382139,"{'type': 'Point', 'coordinates': [-73.9822130951929, 40.74011513382139]}",,,,,,-73.9822130951929,PHONE,MANHATTAN,Unspecified,2020-03-23T20:45:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,,,,45884126,989179,208921
285,ADDRESS,DEP,Department of Environmental Protection,1010540061,MANHATTAN,,,NEW YORK,2020-03-23T21:00:00.000,04 MANHATTAN,Noise,2020-03-23T05:06:00.000,9 AVE,10 AVE,Noise: Construction Before/After Hours (NM1),,N/A,456 WEST   45 STREET,10036,,,,40.761250871458834,"{'type': 'Point', 'coordinates': [-73.99336885526877, 40.761250871458834]}",,,,,,-73.99336885526877,PHONE,MANHATTAN,Unspecified,2020-03-23T21:00:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,WEST   45 STREET,,,45882948,986087,216621
286,,DCA,Department of Consumer Affairs,4088350001,QUEENS,,,WOODHAVEN,2020-03-23T16:35:59.000,09 QUEENS,Consumer Complaint,2020-03-23T05:07:26.000,DEXTER COURT,75 STREET,Bodega/Deli/Supermarket,,,74-39 JAMAICA AVENUE,11421,DEXTER COURT,75 STREET,JAMAICA AVENUE,40.69133948364628,"{'type': 'Point', 'coordinates': [-73.86710142440047, 40.69133948364628]}",,,,Commercial Building,,-73.86710142440047,ONLINE,QUEENS,Unspecified,2020-03-23T20:36:04.000,"Unfortunately, the behavior that you complained about does not violate any law or rule. As a result,",,Closed,JAMAICA AVENUE,,,45884018,1021105,191178
